1456321257.35	-	-	6471.11937359	0.461643712486	22.94	32.26
1456321263.35	-	-	6471.22923687	0.517524860448	22.94	32.23
1456321269.56	-	-	6471.17430523	0.471204055854	22.94	32.26
1456321275.37	-	-	6471.16698101	0.525611575723	22.95	32.3
1456321281.54	-	-	6471.02782086	0.532153763298	22.94	32.3
1456321287.52	-	-	6471.07542828	0.539151557532	22.97	32.26
1456321294.05	-	-	6471.19994	0.498625475317	22.96	32.26
1456321300.36	-	-	6471.13402203	0.431740796648	22.96	32.26
1456321306.41	-	-	6471.11937359	0.52931100749	22.96	32.23
1456321312.79	-	-	6471.20360211	0.526885787473	22.96	32.23
1456321319.21	-	-	6471.11571148	0.551557926667	22.96	32.23
1456321325.49	-	-	6471.18529156	0.478532751906	22.96	32.23
1456321331.72	-	-	6471.11571148	0.949920394975	22.96	32.23
1456321337.7	-	-	6471.13768414	0.443946751778	22.96	32.23
1456321343.55	-	-	6471.14134625	0.44987340577	22.97	32.23
1456321349.14	-	-	6471.09373882	0.548094343766	22.97	32.23
1456321355.29	-	-	6471.02782086	0.551946827069	22.96	32.23
1456321361.31	-	-	6471.0461314	0.465693042571	22.98	32.23
1456321368.12	-	-	6471.10472515	0.608957147387	22.98	32.23
1456321374.37	-	-	6470.89232281	1.03887143207	22.98	32.23
1456321380.88	-	-	6471.09740093	0.39133198656	22.98	32.23
1456321386.87	-	-	6471.09007671	0.684912363489	22.98	32.23
1456321393.04	-	-	6471.13035992	0.447017417568	22.99	32.23
1456321399.53	-	-	6471.07176617	0.574892855074	22.99	32.23
1456321405.57	-	-	6471.04979351	0.525815657103	23.02	32.26
1456321411.92	-	-	6471.04979351	0.494262680238	23.02	32.3
1456321418.35	-	-	6471.06810406	0.420919608095	23.01	32.3
1456321424.56	-	-	6471.1230357	0.452918696301	23.01	32.3
1456321431.11	-	-	6471.11571148	0.534266490962	23.0	32.3
1456321437.3	-	-	6471.06444195	0.504468028058	23.0	32.26
1456321443.56	-	-	6471.05345562	0.46982165859	23.02	32.3
1456321450.11	-	-	6471.04246929	0.52464110505	23.0	32.3
1456321456.74	-	-	6471.00218609	0.47289446668	23.01	32.26
1456321463.42	-	-	6471.00951031	0.433476818917	23.01	32.26
1456321469.89	-	-	6470.98387554	0.385827163801	23.02	32.26
1456321475.99	-	-	6471.06077984	0.438521351045	23.02	32.3
1456321482.32	-	-	6471.02782086	0.519400214399	23.02	32.23
1456321488.38	-	-	6471.07542828	0.549011145651	23.03	32.26
1456321495.25	-	-	6470.95091656	0.392700404012	23.03	32.26
1456321501.13	-	-	6471.00218609	0.521448884249	23.03	32.23
1456321507.22	-	-	6471.05345562	0.44939618131	23.03	32.23
1456321513.71	-	-	6471.03880718	0.455561107347	23.03	32.23
1456321519.92	-	-	6471.02049664	0.502123139678	23.05	32.23
1456321526.74	-	-	6471.0058482	0.498692710856	23.04	32.19
1456321532.47	-	-	6471.06444195	0.501802533192	23.05	32.23
1456321538.75	-	-	6470.97655132	0.490449288363	23.06	32.19
1456321545.18	-	-	6471.03880718	0.47289446668	23.05	32.19
1456321551.5	-	-	6470.99486187	0.462224360112	23.06	32.19
1456321558.03	-	-	6470.95457867	0.512642993982	23.06	32.16
1456321563.93	-	-	6470.93993023	0.463166359974	23.07	32.19
1456321570.3	-	-	6471.00218609	0.492346056876	23.07	32.16
1456321577.3	-	-	6471.04979351	0.472057120439	23.07	32.16
1456321583.6	-	-	6471.00218609	0.524014453903	23.08	32.16
1456321590.07	-	-	6470.89964703	0.564143165041	23.08	32.16
1456321596.22	-	-	6470.98387554	0.440976363969	23.09	32.16
1456321602.73	-	-	6470.93626812	0.526771234632	23.1	32.16
1456321609.67	-	-	6470.90697125	0.532947017659	23.1	32.16
1456321616.02	-	-	6470.8886607	0.54248684142	23.1	32.16
1456321622.67	-	-	6470.90697125	0.471531246355	23.1	32.16
1456321628.95	-	-	6470.93260601	0.485612825808	23.11	32.16
1456321635.56	-	-	6470.89598492	0.442554970899	23.11	32.16
1456321642.21	-	-	6470.90697125	0.499163106047	23.1	32.16
1456321648.7	-	-	6470.89964703	0.482106650219	23.11	32.16
1456321655.45	-	-	6470.91429546	0.494303378718	23.12	32.16
1456321662.49	-	-	6470.90697125	0.612558266729	23.11	32.12
1456321669.13	-	-	6470.80809429	0.648472612648	23.12	32.12
1456321675.72	-	-	6470.89964703	0.532342740599	23.14	32.16
1456321682.09	-	-	6470.85570171	0.558696764004	23.12	32.12
1456321688.16	-	-	6470.92161968	0.500129384943	23.13	32.12
1456321694.08	-	-	6470.86302593	0.454027723646	23.14	32.12
1456321700.43	-	-	6471.0058482	0.441644924756	23.16	32.12
1456321706.23	-	-	6471.0058482	0.482287430659	23.14	32.09
1456321712.35	-	-	6470.98387554	0.458860989483	23.16	32.12
1456321718.48	-	-	6470.90697125	0.479987857486	23.16	32.12
1456321724.44	-	-	6470.90697125	0.465808220472	23.16	32.12
1456321730.39	-	-	6470.96190289	0.515096219898	23.17	32.09
1456321736.32	-	-	6470.89598492	0.507489615273	23.16	32.12
1456321742.32	-	-	6470.81908062	0.503123718165	23.17	32.12
1456321748.43	-	-	6470.8886607	0.482287430659	23.18	32.09
1456321754.39	-	-	6470.87035015	0.489395396367	23.16	32.09
1456321760.46	-	-	6470.77879742	0.67410670617	23.18	32.12
1456321766.74	-	-	6470.89598492	0.548143278576	23.18	32.16
1456321772.79	-	-	6470.85936382	0.454809805554	23.17	32.12
1456321778.83	-	-	6470.83372906	0.514510076407	23.18	32.12
1456321785.27	-	-	6470.85203961	0.490285194468	23.18	32.12
1456321791.39	-	-	6470.71287945	0.660236782602	23.2	32.16
1456321798.2	-	-	6470.9289439	0.516279498775	23.2	32.16
1456321803.99	-	-	6470.72386578	0.625556459664	23.2	32.16
1456321810.26	-	-	6470.88133648	0.518883552365	23.21	32.12
1456321816.94	-	-	6470.74217632	0.613488034903	23.2	32.09
1456321823.43	-	-	6470.77513531	0.79638039442	23.21	32.12
1456321829.93	-	-	6470.87767437	0.484991051011	23.21	32.12
1456321835.58	-	-	6470.83006695	0.439086761347	23.22	32.09
1456321841.67	-	-	6470.81541851	0.481730966379	23.22	32.12
1456321848.24	-	-	6470.80809429	0.456751811357	23.22	32.12
1456321854.6	-	-	6470.80443218	0.47436686784	23.22	32.16
1456321860.25	-	-	6470.83739117	0.561390736698	23.24	32.16
1456321866.33	-	-	6470.74583843	0.374807546822	23.24	32.16
1456321872.98	-	-	6470.74583843	0.464308679191	23.24	32.12
1456321879.69	-	-	6470.79710796	0.483329074391	23.24	32.12
1456321885.88	-	-	6470.81908062	0.434465717201	23.24	32.12
1456321891.92	-	-	6470.73119	0.466383683315	23.24	32.12
1456321897.77	-	-	6470.70555523	0.513270464222	23.24	32.12
1456321904.26	-	-	6470.74950054	0.409174152055	23.24	32.16
1456321910.35	-	-	6470.70555523	0.460960516921	23.25	32.16
1456321916.46	-	-	6470.80077007	0.70060277599	23.26	32.16
1456321922.17	-	-	6470.7714732	0.651978898953	23.26	32.16
1456321928.36	-	-	6470.70189312	0.569819982361	23.26	32.16
1456321934.54	-	-	6470.73851421	0.518560377187	23.27	32.16
1456321940.76	-	-	6470.73485211	0.480783498992	23.26	32.16
1456321946.64	-	-	6470.69090679	0.529425010796	23.27	32.16
1456321952.49	-	-	6470.70189312	0.442661021079	23.27	32.16
1456321958.84	-	-	6470.76414898	0.492686427505	23.28	32.16
1456321964.58	-	-	6470.77879742	0.497885285137	23.28	32.16
1456321970.47	-	-	6470.69090679	0.531952113513	23.28	32.16
1456321976.54	-	-	6470.72020367	0.504202112681	23.28	32.16
1456321982.46	-	-	6470.64696148	0.452622496743	23.28	32.16
1456321988.78	-	-	6470.59935406	0.47289446668	23.29	32.16
1456321994.75	-	-	6470.64696148	0.418763448015	23.3	32.16
1456322001.0	-	-	6470.6542857	0.448514967551	23.3	32.16
1456322006.87	-	-	6470.66527203	0.485433283782	23.32	32.16
1456322012.58	-	-	6470.66160992	0.453214702277	23.3	32.16
1456322018.44	-	-	6470.68358257	0.474889601878	23.3	32.16
1456322024.61	-	-	6470.74583843	0.458495508748	23.31	32.16
1456322030.29	-	-	6470.69823101	0.465765032097	23.3	32.16
1456322036.13	-	-	6470.67625836	0.422715938394	23.32	32.16
1456322042.05	-	-	6470.59935406	0.500451063307	23.33	32.16
1456322048.32	-	-	6470.64329937	0.507582098705	23.32	32.16
1456322054.62	-	-	6470.73851421	0.48099265959	23.32	32.12
1456322060.69	-	-	6470.58470562	0.637449021265	23.31	32.12
1456322068.08	-	-	6470.54442242	0.950033332842	23.31	32.16
1456322074.35	-	-	6470.54442242	0.536970640818	23.32	32.16
1456322080.64	-	-	6470.61766461	0.455928940356	23.32	32.16
1456322087.12	-	-	6470.58470562	0.449992632806	23.33	32.19
1456322094.15	-	-	6470.51146343	0.473801101203	23.33	32.16
1456322101.13	-	-	6470.61766461	0.444007165026	23.35	32.16
1456322106.89	-	-	6470.62865093	0.484880429797	23.34	32.16
1456322112.99	-	-	6470.60667828	0.543807829051	23.34	32.19
1456322119.45	-	-	6470.51878765	0.712099027742	23.35	32.19
1456322125.69	-	-	6470.59935406	0.508426881479	23.36	32.19
1456322132.08	-	-	6470.61034039	0.5712890625	23.36	32.16
1456322138.47	-	-	6470.61034039	0.435406170343	23.36	32.16
1456322144.55	-	-	6470.5370982	0.469778839184	23.36	32.16
1456322150.89	-	-	6470.53343609	0.495820398189	23.36	32.16
1456322157.52	-	-	6470.53343609	0.470848156125	23.37	32.16
1456322163.42	-	-	6470.52611187	0.47289446668	23.36	32.16
1456322169.47	-	-	6470.54808453	0.499700158336	23.37	32.16
1456322175.51	-	-	6470.54076031	0.426741820151	23.38	32.16
1456322181.91	-	-	6470.59569195	0.480057703364	23.36	32.16
1456322187.89	-	-	6470.55907086	0.459795296359	23.37	32.12
1456322193.87	-	-	6470.60301617	0.474154784462	23.36	32.16
1456322200.16	-	-	6470.52611187	0.470049962878	23.37	32.12
1456322206.44	-	-	6470.45286968	0.440596047931	23.38	32.16
1456322212.72	-	-	6470.48582867	0.487542165253	23.39	32.12
1456322218.69	-	-	6470.48582867	0.441341159039	23.4	32.12
1456322224.92	-	-	6470.47118023	0.531952113513	23.38	32.12
1456322231.24	-	-	6470.48582867	0.614143494368	23.39	32.12
1456322237.37	-	-	6470.39427593	0.905207955668	23.39	32.09
1456322244.0	-	-	6470.4601939	0.604092664681	23.4	32.12
1456322250.36	-	-	6470.496815	0.542820477995	23.4	32.09
1456322256.62	-	-	6470.3796275	0.478532751906	23.42	32.12
1456322263.4	-	-	6470.44188336	0.504202112681	23.42	32.12
1456322269.64	-	-	6470.35399273	0.485226037355	23.42	32.16
1456322276.39	-	-	6470.47850445	0.507648147983	23.42	32.16
1456322282.59	-	-	6470.35765484	0.496469130383	23.42	32.16
1456322288.88	-	-	6470.32835796	0.493216936657	23.42	32.12
1456322294.97	-	-	6470.31004742	0.438291922863	23.42	32.09
1456322301.17	-	-	6470.39793804	0.470406466504	23.42	32.09
1456322307.69	-	-	6470.38328961	0.486991705368	23.44	32.09
1456322314.15	-	-	6470.35399273	0.46834928551	23.44	32.09
1456322320.53	-	-	6470.35765484	0.417207327382	23.45	32.09
1456322326.69	-	-	6470.34666851	0.412763754012	23.44	32.09
1456322332.69	-	-	6470.30638531	0.440596047931	23.45	32.09
1456322338.88	-	-	6470.25511578	0.445198646848	23.44	32.09
1456322345.03	-	-	6470.29539898	0.529627622748	23.46	32.09
1456322351.01	-	-	6470.26976421	0.526567523604	23.44	32.09
1456322357.67	-	-	6470.20750836	0.510020225348	23.46	32.12
1456322363.76	-	-	6470.32469586	0.478882940575	23.46	32.09
1456322369.93	-	-	6470.29173687	0.478308496606	23.46	32.16
1456322376.06	-	-	6470.31737164	0.515512627581	23.46	32.12
1456322382.3	-	-	6470.27342632	0.52489666603	23.47	32.12
1456322389.24	-	-	6470.27342632	0.493284909389	23.47	32.12
1456322395.88	-	-	6470.25145367	0.473248827514	23.47	32.09
1456322402.94	-	-	6470.33568218	0.523194840394	23.47	32.09
1456322408.98	-	-	6470.29539898	0.539661240814	23.48	32.09
1456322415.54	-	-	6470.24779156	0.545875453295	23.48	32.09
1456322422.41	-	-	6470.19652203	0.428247640266	23.48	32.09
1456322428.81	-	-	6470.23680523	0.444972661497	23.48	32.09
1456322434.95	-	-	6470.28441265	0.650362168798	23.48	32.09
1456322441.54	-	-	6470.15257671	0.681299993448	23.49	32.09
1456322447.93	-	-	6470.19652203	0.461411248841	23.48	32.09
1456322454.72	-	-	6470.16722515	0.476510654819	23.51	32.05
1456322461.16	-	-	6470.12327984	0.681929606306	23.5	32.09
1456322467.83	-	-	6470.11595562	0.65069201935	23.5	32.09
1456322474.47	-	-	6470.09398296	0.417721327519	23.5	32.09
1456322481.18	-	-	6470.1855357	0.459386770915	23.52	32.09
