12.5	12.5	8004.34	0.0
67.53	12.5	7699.28	0.0
122.6	12.49	7400.03	0.0
177.61	12.5	7089.06	0.0
232.65	12.5	6761.65	0.0
287.68	12.49	6466.11	0.0
12.5	67.53	7995.21	0.0
67.53	67.53	7692.1	0.0
122.59	67.52	7394.01	0.0
177.61	67.55	7085.26	0.0
232.65	67.53	6759.11	0.0
287.68	67.53	6462.73	0.0
12.51	122.59	7998.01	0.0
67.53	122.59	7696.17	0.0
122.59	122.59	7397.26	0.0
177.61	122.59	7087.72	0.0
232.65	122.59	6766.88	0.0
287.68	122.6	6468.9	0.0
12.5	177.61	7996.74	0.0
67.52	177.61	7695.09	0.0
122.59	177.61	7399.4	0.0
177.6	177.6	7092.08	0.0
232.65	177.6	6769.25	0.0
287.68	177.61	6473.01	0.0
12.5	232.65	7989.54	0.0
67.53	232.66	7689.16	0.0
122.59	232.65	7389.33	0.0
177.61	232.66	7086.56	0.0
232.65	232.65	6767.87	0.0
287.68	232.65	6469.58	0.0
12.5	287.67	7984.56	0.0
67.53	287.68	7684.58	0.0
122.59	287.68	7385.43	0.0
177.61	287.68	7084.15	0.0
232.65	287.68	6767.42	0.0
287.68	287.68	6470.94	0.0
