15.0	15.0	10359.45	0.53
45.01	15.0	10219.72	0.49
75.04	15.0	10080.97	0.48
105.08	15.0	9944.86	0.47
135.1	15.0	9807.78	0.45
165.09	15.0	9663.23	0.46
195.12	15.0	9504.73	0.67
225.15	15.0	9348.84	0.52
255.16	15.0	9213.05	0.47
285.18	15.0	9074.7	0.47
15.0	45.01	10328.09	0.46
45.01	45.01	10189.33	0.55
75.04	45.0	10050.38	0.48
105.08	45.01	9911.27	0.46
135.1	45.01	9777.2	0.45
165.11	45.01	9630.81	0.46
195.12	45.01	9473.68	0.61
225.15	45.01	9323.47	0.57
255.16	45.01	9181.51	0.5
285.18	45.01	9044.7	0.46
15.0	75.04	10298.58	0.49
45.01	75.04	10163.77	0.49
75.04	75.04	10023.41	0.5
105.08	75.04	9884.8	0.47
135.1	75.04	9749.42	0.48
165.11	75.04	9602.61	0.47
195.12	75.04	9449.42	0.52
225.15	75.04	9295.42	0.46
255.16	75.04	9158.64	0.46
285.18	75.04	9020.81	0.44
15.0	105.08	10272.81	0.44
45.01	105.08	10136.49	0.55
75.04	105.08	9997.99	0.49
105.08	105.08	9859.78	0.55
135.1	105.08	9726.08	0.51
165.11	105.08	9581.03	0.57
195.12	105.08	9424.53	0.5
225.15	105.08	9274.06	0.52
255.16	105.09	9134.49	0.46
285.18	105.08	8998.53	0.42
15.0	135.1	10249.97	0.46
45.01	135.1	10111.65	0.44
75.04	135.1	9973.72	0.48
105.1	135.08	9837.47	0.49
135.1	135.1	9699.66	0.48
165.11	135.1	9555.06	0.47
195.12	135.1	9403.09	0.49
225.15	135.1	9250.97	0.53
255.16	135.1	9113.51	0.48
285.18	135.1	8977.04	0.44
15.0	165.11	10225.33	0.43
45.01	165.11	10086.05	0.51
75.04	165.11	9950.35	0.51
105.08	165.11	9811.53	0.56
135.1	165.11	9673.14	0.54
165.11	165.11	9531.28	0.49
195.12	165.11	9378.05	0.44
225.15	165.11	9226.48	0.42
255.16	165.11	9090.92	0.53
285.18	165.11	8953.31	0.41
15.0	195.13	10194.77	0.49
45.01	195.12	10055.05	0.45
75.04	195.12	9915.14	0.44
105.08	195.12	9782.45	0.48
135.1	195.12	9641.99	0.45
165.11	195.12	9499.46	0.46
195.12	195.12	9348.22	0.43
225.15	195.12	9199.7	0.41
255.16	195.12	9062.23	0.46
285.18	195.12	8925.12	0.42
15.0	225.15	10163.03	0.46
45.01	225.15	10026.03	0.5
75.04	225.15	9890.11	0.44
105.08	225.15	9749.49	0.52
135.1	225.15	9611.66	0.41
165.11	225.15	9468.77	0.42
195.12	225.15	9319.84	0.43
225.15	225.15	9169.16	0.43
255.16	225.15	9034.16	0.4
285.18	225.15	8897.11	0.48
14.99	255.17	10133.96	0.51
45.01	255.16	9996.99	0.45
75.04	255.16	9856.45	0.46
105.07	255.15	9720.75	0.45
135.1	255.16	9583.15	0.44
165.11	255.16	9440.46	0.47
195.12	255.16	9293.33	0.44
225.14	255.17	9142.06	0.47
255.16	255.16	9005.64	0.41
285.18	255.16	8866.68	0.43
15.0	285.18	10103.75	0.45
45.01	285.18	9966.89	0.49
75.04	285.18	9830.08	0.58
105.08	285.18	9690.88	0.45
135.1	285.18	9553.05	0.41
165.11	285.18	9410.29	0.42
195.12	285.18	9263.51	0.43
225.15	285.18	9116.0	0.4
255.16	285.18	8980.07	0.41
285.18	285.18	8843.51	0.42
