122.59	177.61	7404.2	0.76
177.61	122.59	7094.14	0.62
12.5	67.53	7999.23	0.59
232.65	232.65	6770.29	0.57
177.61	232.65	7090.77	0.59
12.5	232.65	7992.92	0.51
67.54	67.53	7697.13	0.67
12.5	177.61	8000.16	0.56
177.62	12.51	7093.2	1.06
12.5	12.5	8008.63	0.73
122.59	287.68	7388.09	0.5
232.65	287.68	6770.47	0.56
67.53	287.68	7689.81	0.48
287.68	287.68	6473.53	0.53
287.68	122.59	6473.47	0.69
177.61	287.68	7088.86	0.53
12.5	122.59	8002.76	0.9
232.65	67.53	6763.71	0.93
177.61	177.61	7097.62	0.75
287.68	67.53	6467.36	0.81
67.53	232.65	7693.64	0.69
67.53	122.59	7701.41	0.88
67.53	12.5	7703.6	1.32
122.59	122.59	7403.73	0.9
177.61	67.53	7091.85	0.97
232.65	177.61	6774.35	0.66
122.59	232.65	7394.8	0.83
232.65	122.59	6770.6	0.57
122.59	67.53	7399.84	0.86
232.65	12.5	6765.91	1.24
287.68	177.61	6477.07	0.72
287.68	12.5	6469.99	0.82
287.68	232.65	6473.54	0.55
12.5	287.68	7988.29	0.52
122.59	12.5	7406.06	0.94
67.53	177.61	7698.62	0.86
