12.5	12.5	5828.65	0.58
67.53	12.5	6003.0	0.56
122.59	12.5	6182.13	0.57
177.61	12.5	6344.06	0.66
232.65	12.5	6488.12	0.59
287.68	12.5	6665.82	0.7
12.5	67.53	5771.95	0.6
67.53	67.53	5945.78	0.58
122.59	67.53	6127.49	0.61
177.61	67.52	6289.68	0.54
232.65	67.53	6436.69	0.54
287.68	67.53	6613.34	0.52
12.5	122.59	5723.92	0.57
67.53	122.59	5899.73	0.58
122.59	122.59	6081.49	0.62
177.61	122.59	6244.54	0.56
232.65	122.59	6396.04	0.54
287.68	122.59	6573.55	0.48
12.5	177.61	5675.03	0.57
67.53	177.61	5853.41	0.61
122.59	177.61	6029.98	0.57
177.61	177.62	6199.85	0.55
232.65	177.61	6352.6	0.58
287.68	177.61	6529.05	0.5
12.5	232.65	5621.84	0.56
67.53	232.65	5797.16	0.56
122.59	232.65	5973.63	0.56
177.61	232.65	6144.85	0.56
232.65	232.65	6298.94	0.53
287.68	232.65	6478.14	0.5
12.5	287.68	5568.47	0.55
67.53	287.68	5744.64	0.54
122.59	287.68	5919.3	0.58
177.61	287.68	6091.8	0.52
232.65	287.68	6250.29	0.49
287.68	287.68	6427.07	0.5
