12.5	12.5	8007.17	0.62
67.53	12.5	7701.86	0.65
122.59	12.5	7402.77	0.65
177.61	12.5	7091.63	0.67
232.65	12.5	6764.38	0.64
287.68	12.5	6468.44	0.66
12.5	67.53	7998.01	0.56
67.53	67.53	7694.72	0.59
122.59	67.53	7396.47	0.63
177.61	67.53	7087.92	0.63
232.65	67.53	6761.7	0.61
287.68	67.53	6465.27	0.59
12.5	122.59	8000.6	0.52
67.53	122.59	7698.72	0.53
122.59	122.59	7400.12	0.61
177.61	122.59	7090.32	0.57
232.65	122.59	6769.37	0.55
287.68	122.59	6471.32	0.56
12.5	177.61	7999.27	0.47
67.53	177.61	7697.6	0.52
122.59	177.61	7402.36	0.54
177.61	177.61	7094.7	0.56
232.65	177.61	6771.64	0.53
287.68	177.61	6475.39	0.51
12.5	232.65	7992.0	0.46
67.53	232.65	7691.91	0.54
122.59	232.65	7391.75	0.47
177.61	232.65	7088.68	0.51
232.65	232.65	6770.19	0.5
287.68	232.65	6471.88	0.5
12.5	287.68	7986.7	0.45
67.53	287.68	7686.83	0.47
122.59	287.68	7387.6	0.46
177.61	287.68	7086.3	0.47
232.65	287.68	6769.63	0.49
287.68	287.68	6472.96	0.51
