122.59	177.61	7405.13	0.76
177.61	122.59	7094.12	0.62
12.5	67.53	7999.75	0.59
232.65	232.65	6771.67	0.57
177.61	232.65	7092.73	0.59
12.5	232.65	7994.89	0.51
67.54	67.53	7697.23	0.67
12.5	177.61	8000.44	0.56
177.62	12.51	7094.79	1.06
12.5	12.5	8012.64	0.73
122.59	287.68	7388.14	0.5
232.65	287.68	6770.46	0.56
67.53	287.68	7691.01	0.48
287.68	287.68	6473.51	0.53
287.68	122.59	6473.51	0.69
177.61	287.68	7088.85	0.53
12.5	122.59	8002.8	0.9
232.65	67.53	6763.73	0.93
177.61	177.61	7098.89	0.75
287.68	67.53	6467.46	0.81
67.53	232.65	7695.72	0.69
67.53	122.59	7701.41	0.88
67.53	12.5	7706.38	1.32
122.59	122.59	7403.72	0.9
177.61	67.53	7091.84	0.97
232.65	177.61	6775.94	0.66
122.59	232.65	7396.99	0.83
232.65	122.59	6770.58	0.57
122.59	67.53	7399.85	0.86
232.65	12.5	6767.39	1.24
287.68	177.61	6478.83	0.72
287.68	12.5	6471.23	0.82
287.68	232.65	6474.49	0.55
12.5	287.68	7988.79	0.52
122.59	12.5	7407.97	0.94
67.53	177.61	7699.2	0.86
