15.0	15.0	10362.19	0.49
45.01	15.0	10221.72	0.5
75.04	15.0	10083.03	0.48
105.08	15.0	9945.43	0.47
135.1	15.0	9808.93	0.47
165.09	15.0	9664.92	0.47
195.12	15.0	9507.56	0.7
225.15	15.0	9351.09	0.5
255.16	15.0	9214.39	0.48
285.18	15.0	9075.44	0.48
15.0	45.01	10330.01	0.47
45.01	45.01	10190.43	0.53
75.04	45.0	10052.79	0.48
105.08	45.01	9913.19	0.46
135.1	45.01	9777.96	0.44
165.11	45.01	9632.32	0.47
195.12	45.01	9475.93	0.63
225.16	45.03	9323.31	0.49
255.16	45.01	9183.21	0.5
285.18	45.01	9045.87	0.45
15.0	75.04	10300.3	0.49
45.01	75.04	10164.71	0.46
75.04	75.04	10024.3	0.49
105.08	75.04	9885.89	0.47
135.1	75.04	9750.14	0.5
165.11	75.04	9604.24	0.47
195.12	75.04	9450.87	0.52
225.15	75.04	9297.64	0.48
255.16	75.04	9159.77	0.46
285.18	75.04	9021.72	0.44
15.0	105.08	10274.38	0.45
45.01	105.08	10138.43	0.54
75.04	105.08	9999.16	0.51
105.08	105.08	9860.6	0.55
135.1	105.08	9727.2	0.5
165.09	105.09	9581.8	0.49
195.12	105.08	9426.06	0.5
225.15	105.08	9274.91	0.55
255.16	105.09	9135.81	0.47
285.18	105.08	9000.24	0.42
15.0	135.1	10251.51	0.46
45.01	135.1	10113.66	0.44
75.04	135.1	9974.78	0.48
105.1	135.08	9838.37	0.49
135.1	135.1	9701.45	0.48
165.11	135.1	9556.23	0.48
195.12	135.1	9404.38	0.47
225.15	135.1	9253.07	0.53
255.16	135.1	9115.03	0.46
285.18	135.1	8978.11	0.44
15.0	165.11	10226.41	0.43
45.01	165.11	10086.89	0.49
75.04	165.11	9951.94	0.52
105.08	165.11	9813.86	0.62
135.1	165.11	9674.07	0.53
165.11	165.11	9531.79	0.5
195.12	165.11	9379.18	0.44
225.15	165.11	9227.32	0.41
255.16	165.11	9092.48	0.54
285.18	165.11	8955.01	0.41
15.0	195.13	10196.64	0.48
45.01	195.12	10056.81	0.46
75.04	195.12	9917.13	0.44
105.08	195.12	9784.02	0.49
135.1	195.12	9643.04	0.45
165.11	195.12	9500.78	0.46
195.12	195.12	9349.12	0.43
225.15	195.12	9201.22	0.41
255.16	195.12	9063.66	0.46
285.18	195.12	8926.58	0.42
15.0	225.15	10164.92	0.45
45.01	225.15	10027.87	0.5
75.04	225.15	9891.96	0.44
105.07	225.16	9751.08	0.44
135.1	225.15	9613.39	0.41
165.11	225.15	9469.79	0.43
195.12	225.15	9321.31	0.43
225.15	225.15	9170.99	0.42
255.16	225.15	9035.66	0.4
285.18	225.15	8898.89	0.49
14.99	255.17	10135.81	0.5
45.01	255.16	9998.09	0.43
75.04	255.16	9857.93	0.48
105.08	255.16	9723.92	0.51
135.1	255.16	9584.83	0.43
165.11	255.16	9442.04	0.49
195.12	255.16	9295.03	0.43
225.14	255.17	9143.86	0.48
255.16	255.16	9007.45	0.41
285.18	255.16	8868.57	0.42
15.0	285.18	10105.36	0.45
45.01	285.18	9968.8	0.47
75.04	285.18	9831.47	0.57
105.08	285.18	9692.6	0.45
135.1	285.18	9554.9	0.41
165.11	285.18	9412.06	0.45
195.12	285.18	9265.39	0.42
225.15	285.18	9117.84	0.39
255.16	285.18	8981.91	0.4
285.18	285.18	8845.6	0.42
