12.5	12.5	5829.12	0.58
67.53	12.5	6003.48	0.56
122.59	12.5	6182.42	0.57
177.61	12.5	6344.18	0.66
232.65	12.5	6488.13	0.59
287.68	12.5	6665.81	0.7
12.5	67.53	5772.0	0.6
67.53	67.53	5945.92	0.58
122.59	67.53	6127.71	0.61
177.61	67.52	6290.01	0.54
232.65	67.53	6437.13	0.54
287.68	67.53	6613.88	0.52
12.5	122.59	5724.62	0.57
67.53	122.59	5900.54	0.58
122.59	122.59	6082.43	0.62
177.61	122.59	6245.62	0.56
232.65	122.59	6397.12	0.54
287.68	122.59	6574.33	0.48
12.5	177.61	5675.23	0.57
67.53	177.61	5853.41	0.61
122.59	177.61	6030.04	0.57
177.61	177.62	6200.2	0.55
232.65	177.61	6353.23	0.58
287.68	177.61	6529.86	0.5
12.5	232.65	5622.82	0.56
67.53	232.65	5798.42	0.56
122.59	232.65	5974.85	0.56
177.61	232.65	6145.82	0.56
232.65	232.65	6299.52	0.53
287.68	232.65	6478.43	0.5
12.5	287.68	5568.55	0.55
67.53	287.68	5744.64	0.54
122.59	287.68	5919.29	0.58
177.61	287.68	6091.79	0.52
232.65	287.68	6250.32	0.49
287.68	287.68	6427.15	0.5
